;;;;;;Shot;BP;BP3rd;BPBox;Goal;Cross;PassBox;Pass3rd;Corner;TackWon;Danger;OutpOpp;Shot_diff;BP_diff;BP3rd_diff;BPBox_diff;Goal_diff;Cross_diff;PassBox_diff;Pass3rd_diff;Corner_diff;TackWon_diff;Danger_diff;OutpOpp_diff;EntrBox;Entr3rd;EntrBox_diff;Entr3rd_diff
1;Team_1;Team_2;114096;114220;526;0;0;0;0;0;0;0;0;0;0;0;0;0;-73;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;114221;114345;527;0;0;0;0;0;0;0;0;0;0;0;0;0;-66;-45;0;0;-1;0;0;0;0;0;-1;0;0;-1;0
1;Team_1;Team_2;114346;114470;528;0;11;0;0;0;0;0;0;0;0;0;0;0;-23;-34;-26;0;0;0;-1;0;0;-10;-1;0;0;0;-1
1;Team_1;Team_2;114471;114595;529;0;40;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;114596;114720;530;0;85;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;114721;114845;531;0;85;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;114846;114970;532;0;82;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;114971;115095;533;0;84;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;115096;115220;534;0;99;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;115221;115345;535;0;93;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;115346;115470;536;0;76;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;115471;115595;537;0;60;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;115596;115720;538;0;81;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;115721;116098;539;0;59;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;116099;116223;540;0;40;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;116224;116348;541;0;84;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;116349;116473;542;0;36;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;116474;116598;543;0;60;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;116599;116723;544;0;102;0;0;0;0;0;0;0;0;0;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;116724;116848;545;0;62;0;0;0;0;0;0;0;0;0;5;0;62;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;Team_1;Team_2;116849;117192;546;0;66;66;11;0;0;0;0;0;0;0,873682461;0;0;38;66;11;0;0;0;0;0;0;0,873682461;0;1;1;1;1
1;Team_1;Team_2;117193;117317;547;0;0;0;0;0;0;0;0;0;0;0;0;0;-69;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;117318;117442;548;0;0;0;0;0;0;0;0;0;0;0;0;0;-61;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;117443;117567;549;0;0;0;0;0;0;0;0;0;0;0;0;0;-98;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;117568;117692;550;0;0;0;0;0;0;0;0;0;0;0;0;0;-46;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;117693;117817;551;0;8;0;0;0;0;0;0;0;0;0;0;0;-40;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;117818;118063;552;0;48;0;0;0;0;0;0;0;0;0;0;0;34;-3;0;0;0;0;-1;0;0;0;0;0;0;-1;0
1;Team_1;Team_2;118064;118188;553;0;0;0;0;0;0;0;0;0;0;0;0;0;-57;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;118189;118313;554;0;0;0;0;0;0;0;0;0;0;0;0;0;-100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;118314;118438;555;0;0;0;0;0;0;0;0;0;0;0;0;0;-93;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;118439;118563;556;0;0;0;0;0;0;0;0;0;0;0;0;0;-74;-68;0;0;0;0;-2;0;0;0;-9;0;0;-1;0
1;Team_1;Team_2;118564;118688;557;0;0;0;0;0;0;0;0;0;0;0;0;-1;-63;-63;-8;0;-1;0;-1;0;0;-10;0;0;0;0;-1
1;Team_1;Team_2;118689;119682;558;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;119683;119807;559;0;0;0;0;0;0;0;0;0;1;0;0;0;-117;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;119808;119932;560;0;0;0;0;0;0;0;0;0;0;0;0;0;-70;-56;0;0;0;0;0;0;0;0;0;0;0;-1;0
1;Team_1;Team_2;119933;120057;561;0;5;0;0;0;0;0;0;0;1;0;0;0;-12;-17;-4;0;-1;0;-1;0;0;-10;-2;0;0;0;-1
1;Team_1;Team_2;120058;120182;562;0;17;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;120183;120307;563;0;113;0;0;0;0;0;0;0;0;0;0;0;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;120308;120432;564;0;89;0;0;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;120433;120557;565;0;73;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;120558;120682;566;0;84;64;0;0;0;0;0;0;0;0,90416199;0;0;76;64;0;0;0;0;0;0;0;0,90416199;0;0;1;1;0
1;Team_1;Team_2;120683;120807;567;0;0;0;0;0;0;0;0;0;0;0;0;0;-108;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;120808;120932;568;0;0;0;0;0;0;0;0;0;0;0;0;0;-87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;120933;121057;569;0;0;0;0;0;0;0;0;0;0;0;0;0;-95;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;121058;121182;570;0;0;0;0;0;0;0;0;0;0;0;0;0;-85;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;121183;121307;571;0;0;0;0;0;0;0;0;0;0;0;0;0;-48;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;121308;121432;572;0;0;0;0;0;0;0;0;0;0;0;0;0;-82;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;121433;121557;573;0;0;0;0;0;0;0;0;0;0;0;0;0;-68;0;0;0;0;0;0;0;0;0;-2;0;0;0;0
1;Team_1;Team_2;121558;121682;574;0;0;0;0;0;0;0;0;0;0;0;0;0;-80;-80;0;0;0;0;-1;0;0;0;0;0;0;-1;0
1;Team_1;Team_2;121683;121807;575;0;0;0;0;0;0;0;0;0;0;0;0;0;-53;-47;0;0;0;0;-2;0;0;-3,775431247;-3;0;0;0;0
1;Team_1;Team_2;121808;121932;576;0;0;0;0;0;0;0;0;0;0;0;0;0;-61;-61;0;0;0;0;-1;0;0;0;0;0;0;0;0
1;Team_1;Team_2;121933;122615;577;0;5;0;0;0;0;0;0;0;1;0;0;0;-33;-38;0;0;-1;0;-1;-1;0;0;0;0;0;0;0
1;Team_1;Team_2;122616;123272;578;0;17;0;0;0;0;0;0;0;0;0;0;0;9;-8;-8;0;0;0;0;0;0;-10;0;0;0;0;-1
1;Team_1;Team_2;123273;123508;579;0;10;0;0;0;0;0;0;0;0;0;0;0;-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;123509;123633;580;0;0;0;0;0;0;0;0;0;0;0;0;0;-87;-14;0;0;0;0;-1;0;0;-0,265871554;0;0;0;-1;0
1;Team_1;Team_2;123634;123758;581;0;0;0;0;0;0;0;0;0;0;0;0;0;-72;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;123759;123883;582;0;0;0;0;0;0;0;0;0;0;0;0;0;-78;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;123884;124008;583;0;0;0;0;0;0;0;0;0;0;0;0;0;-96;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;124009;124133;584;0;5;0;0;0;0;0;0;0;0;0;0;0;-98;-97;0;0;0;0;0;0;0;-0,602927037;-3;0;0;-1;0
1;Team_1;Team_2;124134;125083;585;0;24;0;0;0;0;0;0;0;1;0;0;0;-20;-44;0;0;0;0;-2;0;0;-0,943833645;0;0;0;0;0
1;Team_1;Team_2;125084;125208;586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;125209;125333;587;0;15;0;0;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;125334;125458;588;0;0;0;0;0;0;0;0;0;1;0;0;0;-31;0;0;0;0;0;0;0;0;0;-5;0;0;0;0
1;Team_1;Team_2;125459;125583;589;0;45;0;0;0;0;0;0;0;1;0;0;0;37;-8;0;0;0;0;0;0;0;-0,587385397;0;0;0;-1;0
1;Team_1;Team_2;125584;125708;590;0;118;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;125709;125833;591;0;46;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;125834;125958;592;0;96;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;125959;126083;593;0;67;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;126084;126208;594;0;3;0;0;0;0;0;0;0;0;0;0;0;-91;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;126209;126333;595;0;99;56;0;0;0;0;1;0;0;0;2;0;99;56;0;0;0;0;1;0;0;0;2;0;1;1;0
1;Team_1;Team_2;126334;126458;596;0;125;125;27;0;0;0;0;0;0;0;0;0;125;125;27;0;0;0;0;0;0;0;0;1;0;0;1
1;Team_1;Team_2;126459;126583;597;0;10;10;6;0;0;0;0;0;0;0;0;0;-31;10;6;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;126584;126708;598;0;62;49;0;0;0;0;1;0;0;0;3;0;62;49;0;0;0;0;1;0;0;0;3;0;0;0;0
1;Team_1;Team_2;126709;126833;599;0;57;57;0;0;0;0;2;0;0;0;2;0;57;57;0;0;0;0;2;0;0;0;2;0;0;0;0
1;Team_1;Team_2;126834;127671;600;0;87;87;53;0;0;0;1;1;1;0;0;0;87;87;53;0;0;0;1;1;0;0;0;1;0;0;1
1;Team_1;Team_2;127672;127796;601;0;7;7;0;0;0;0;1;0;0;0;2;0;7;7;0;0;0;0;1;0;0;0;2;0;0;0;0
1;Team_1;Team_2;127797;127921;602;0;22;22;0;0;1;0;1;0;0;0;6;0;22;22;0;0;1;0;1;0;0;0;6;0;0;0;0
1;Team_1;Team_2;127922;128182;603;1;61;61;21;0;1;0;1;0;0;0;0;1;55;61;21;0;1;0;1;0;0;0;0;1;0;0;1
1;Team_1;Team_2;128183;128307;604;0;7;0;0;0;0;0;0;0;0;0;6;0;7;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;Team_1;Team_2;128308;128432;605;1;22;22;8;0;0;0;0;0;0;1,472533056;0;1;15;22;8;0;0;0;0;0;0;1,472533056;0;1;1;1;1
1;Team_1;Team_2;128433;128557;606;0;0;0;0;0;0;0;0;0;0;0;0;0;-21;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;128558;128682;607;0;0;0;0;0;0;0;0;0;0;0;0;0;-108;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;128683;128807;608;0;0;0;0;0;0;0;0;0;0;0;0;0;-77;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;128808;128932;609;0;0;0;0;0;0;0;0;0;0;0;0;0;-75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;128933;129057;610;0;0;0;0;0;0;0;0;0;0;0;0;0;-65;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;129058;129182;611;0;0;0;0;0;0;0;0;0;0;0;0;0;-61;0;0;0;0;0;0;0;0;0;-3;0;0;0;0
1;Team_1;Team_2;129183;129307;612;0;0;0;0;0;0;0;0;0;0;0;0;0;-103;-74;0;0;0;0;0;0;0;0;0;0;0;-1;0
1;Team_1;Team_2;129308;129432;613;0;0;0;0;0;0;0;0;0;0;0;0;0;-67;-67;-33;0;0;-1;-3;0;0;-8,952720824;-5;0;0;0;-1
1;Team_1;Team_2;129433;129557;614;0;51;0;0;0;0;0;0;0;0;0;0;0;40;-11;0;0;-1;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;129558;129682;615;0;56;0;0;0;0;0;0;0;1;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;129683;130535;616;0;70;0;0;0;0;0;0;0;0;0;0;-1;56;0;0;-1;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;130536;130660;617;0;82;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;130661;130785;618;0;97;0;0;0;0;0;0;0;0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;130786;130910;619;0;85;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;130911;131035;620;0;21;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;131036;131160;621;0;78;0;0;0;0;0;0;0;1;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;131161;131443;622;0;0;0;0;0;0;0;0;0;0;0;0;0;-59;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;131444;131568;623;0;0;0;0;0;0;0;0;0;0;0;0;0;-68;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;131569;131693;624;0;0;0;0;0;0;0;0;0;0;0;0;0;-81;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;131694;131818;625;0;0;0;0;0;0;0;0;0;0;0;0;0;-72;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;131819;131943;626;0;0;0;0;0;0;0;0;0;0;0;0;0;-83;0;0;0;0;0;0;0;0;0;-3;0;0;0;0
1;Team_1;Team_2;131944;132068;627;0;0;0;0;0;0;0;0;0;0;0;0;0;-53;-45;0;0;-1;0;0;0;0;-0,382093093;0;0;0;-1;0
1;Team_1;Team_2;132069;132193;628;0;117;0;0;0;0;0;0;0;0;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;132194;132318;629;0;125;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;132319;132443;630;0;109;0;0;0;0;0;0;0;0;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;132444;132568;631;0;84;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;132569;132693;632;0;20;0;0;0;0;0;0;0;0;0;0;0;-6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;132694;132818;633;0;0;0;0;0;0;0;0;0;0;0;0;0;-85;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;132819;132943;634;0;0;0;0;0;0;0;0;0;0;0;0;0;-88;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;132944;133068;635;0;0;0;0;0;0;0;0;0;0;0;0;0;-91;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;133069;133193;636;0;0;0;0;0;0;0;0;0;0;0;0;0;-38;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;133194;133318;637;0;0;0;0;0;0;0;0;0;0;0;0;0;-125;-67;0;0;0;0;0;0;0;0;0;0;0;-1;0
1;Team_1;Team_2;133319;133443;638;0;0;0;0;0;0;0;0;0;0;0;0;0;-73;-73;0;0;0;0;-2;0;0;0;-3;0;0;0;0
1;Team_1;Team_2;133444;134509;639;0;50;0;0;0;0;0;0;0;0;0;0;0;41;-9;0;0;0;0;0;0;0;-2,330070347;0;0;0;0;0
1;Team_1;Team_2;134510;134634;640;0;14;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;134635;134759;641;0;0;0;0;0;0;0;0;0;0;0;0;0;-55;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;134760;134884;642;0;0;0;0;0;0;0;0;0;0;0;0;0;-83;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;134885;135009;643;0;6;0;0;0;0;0;0;0;0;0;0;0;-84;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;135010;135134;644;0;0;0;0;0;0;0;0;0;0;0;0;0;-99;0;0;0;0;0;0;0;0;0;-2;0;0;0;0
1;Team_1;Team_2;135135;135259;645;0;0;0;0;0;0;0;0;0;0;0;0;0;-54;-54;0;0;0;0;-1;0;0;0;0;0;0;-1;0
1;Team_1;Team_2;135260;136035;646;0;17;0;0;0;0;0;0;0;0;0;0;-1;-14;-31;0;0;0;0;0;0;0;-0,921301125;0;0;0;0;0
1;Team_1;Team_2;136036;136348;647;0;26;0;0;0;0;0;0;0;0;0;0;0;-32;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;136349;136473;648;0;0;0;0;0;0;0;0;0;0;0;0;0;-84;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;136474;136598;649;0;0;0;0;0;0;0;0;0;0;0;0;0;-105;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;136599;137194;650;0;3;0;0;0;0;0;0;0;0;0;0;0;-34;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;137195;137319;651;0;3;0;0;0;0;0;0;0;1;0;0;0;-32;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;137320;137444;652;0;35;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;137445;137569;653;0;103;0;0;0;0;0;0;0;1;0;0;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;137570;137694;654;0;97;0;0;0;0;0;0;0;0;0;2;0;97;0;0;0;0;0;0;0;0;0;2;0;0;0;0
1;Team_1;Team_2;137695;137819;655;0;125;82;0;0;0;0;0;0;0;1,387263008;0;0;125;82;0;0;0;0;0;0;0;1,387263008;0;0;1;1;0
1;Team_1;Team_2;137820;137944;656;0;44;26;0;0;0;0;2;0;0;0;0;0;8;26;0;0;0;0;2;0;0;0;0;0;0;0;0
1;Team_1;Team_2;137945;138069;657;0;80;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;138070;138194;658;0;77;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;138195;138319;659;0;90;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;138320;138444;660;0;0;0;0;0;0;0;0;0;0;0;0;0;-61;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;138445;138569;661;0;0;0;0;0;0;0;0;0;0;0;0;0;-100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;138570;138694;662;0;31;0;0;0;0;0;0;0;1;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;138695;138819;663;0;16;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;138820;138944;664;0;0;0;0;0;0;0;0;0;0;0;0;0;-55;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;138945;139069;665;0;0;0;0;0;0;0;0;0;0;0;0;0;-75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;139070;139194;666;0;0;0;0;0;0;0;0;0;0;0;0;0;-97;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;139195;139319;667;0;0;0;0;0;0;0;0;0;0;0;0;0;-96;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;139320;139444;668;0;41;0;0;0;0;0;0;0;0;0;0;0;18;-10;0;0;0;0;0;0;0;-0,587959344;-6;0;0;-1;0
1;Team_1;Team_2;139445;139569;669;0;42;0;0;0;0;0;0;0;1;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;139570;139694;670;0;0;0;0;0;0;0;0;0;0;0;0;0;-22;-14;0;0;0;0;-1;0;0;-1,051231719;-3;0;0;-1;0
1;Team_1;Team_2;139695;139819;671;0;95;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;139820;139944;672;0;82;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;139945;140069;673;0;91;0;0;0;0;0;0;0;0;0;0;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;140070;140194;674;0;125;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;140195;140319;675;0;96;44;0;0;0;0;0;0;1;0,378905972;0;0;96;44;0;0;0;0;0;0;0;0,378905972;0;0;1;1;0
1;Team_1;Team_2;140320;140444;676;0;75;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;140445;140569;677;0;94;53;0;0;0;0;1;0;0;0;1;0;94;53;0;0;0;0;1;0;0;0;1;0;1;1;0
1;Team_1;Team_2;140570;140694;678;0;89;45;0;0;0;0;1;0;0;3,073304756;4;0;89;45;0;0;0;0;1;0;0;3,073304756;4;0;0;0;0
1;Team_1;Team_2;140695;140819;679;0;0;0;0;0;0;0;0;0;0;0;0;0;-47;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;140820;140944;680;0;0;0;0;0;0;0;0;0;0;0;0;0;-68;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;140945;141069;681;0;0;0;0;0;0;0;0;0;0;0;0;0;-64;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;141070;141194;682;0;0;0;0;0;0;0;0;0;0;0;0;0;-62;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;141195;141319;683;0;0;0;0;0;0;0;0;0;0;0;0;0;-76;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;141320;141444;684;0;0;0;0;0;0;0;0;0;0;0;0;0;-51;0;0;0;0;0;0;0;0;0;-5;0;0;0;0
1;Team_1;Team_2;141445;141569;685;0;0;0;0;0;0;0;0;0;0;0;0;0;-92;-92;0;0;0;0;-1;0;0;0;0;0;0;-1;0
1;Team_1;Team_2;141570;141694;686;0;51;0;0;0;0;0;0;0;0;0;0;0;25;-26;0;0;0;0;0;0;0;-1,355465421;0;0;0;0;0
1;Team_1;Team_2;141695;141819;687;0;55;0;0;0;0;0;0;0;0;0;2;0;55;0;0;0;0;0;0;0;0;0;2;0;0;0;0
1;Team_1;Team_2;141820;141944;688;0;117;42;0;0;0;0;0;0;0;0;0;0;117;42;0;0;0;0;0;0;0;0;0;0;1;1;0
1;Team_1;Team_2;141945;142069;689;0;69;69;29;0;0;0;1;0;0;5,008786577;4;0;45;69;29;0;0;0;1;0;0;5,008786577;4;1;0;0;1
1;Team_1;Team_2;142070;142194;690;0;14;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;142195;143461;691;0;24;0;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;143462;143962;692;0;3;3;0;0;0;0;1;0;0;0;3;0;-13;3;0;0;0;0;1;0;0;0;3;0;1;1;0
1;Team_1;Team_2;143963;144087;693;0;103;103;0;0;1;0;1;0;0;3,094372219;1;0;103;103;0;0;1;0;1;0;0;3,094372219;1;0;0;0;0
1;Team_1;Team_2;144088;144212;694;0;0;0;0;0;0;0;0;0;0;0;0;0;-59;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;144213;144337;695;0;25;25;0;0;0;0;0;0;0;0,628865872;0;0;-41;25;0;0;0;0;0;0;0;0,628865872;0;0;1;1;0
1;Team_1;Team_2;144338;144462;696;0;34;0;0;0;0;0;0;0;0;0;0;0;-36;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;144463;144677;697;0;0;0;0;0;0;0;0;0;0;0;0;0;-51;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;144678;144802;698;0;0;0;0;0;0;0;0;0;0;0;0;0;-86;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;144803;144927;699;0;0;0;0;0;0;0;0;0;0;0;0;0;-84;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;144928;145052;700;0;0;0;0;0;0;0;0;0;0;0;0;0;-60;-15;0;0;0;0;-1;0;0;-0,811833047;-8;0;0;-1;0
1;Team_1;Team_2;145053;145177;701;0;80;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;145178;145302;702;0;0;0;0;0;0;0;0;0;0;0;0;0;-6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
